"License Number","Status","License Type","Orig. Iss. Date","Expir. Date","Primary Owner","Premises Addr.","Business Name","Geo Code"
"439055","ACTIVE","09","08/11/2006","02/28/2027","GEORGIAN ROYAL COLLECTION INC","360 SWIFT AVE, SIDE B UNIT 9,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","DIME GROUP INTL INC","4114"
"439055","ACTIVE","12","08/11/2006","09/30/2026","GEORGIAN ROYAL COLLECTION INC","360 SWIFT AVE, SIDE B UNIT 9,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","DIME GROUP INTL INC","4114"
"462557","ACTIVE","17","08/19/2009","07/31/2027","MOONRIDGE VINEYARD LLC","120 W SANTA INEZ AVE,HILLSBOROUGH, CA  94010-6859Census Tract:  6058.00","MOONRIDGE VINEYARD","4106"
"465279","ACTIVE","12","05/20/2008","04/30/2027","1933 SPIRITS LLC","11 DAVIS DR,BELMONT, CA  94002-3001Census Tract:  6089.00","1933 SPIRITS","4102"
"465279","ACTIVE","18","05/20/2008","04/30/2027","1933 SPIRITS LLC","11 DAVIS DR,BELMONT, CA  94002-3001Census Tract:  6089.00","1933 SPIRITS","4102"
"473362","ACTIVE","17","02/27/2009","01/31/2027","PRIME CELLAR LLC","1870 EL CAMINO REAL, STE 100,BURLINGAME, CA  94010-3128Census Tract:  6050.00","PRIME CELLAR","4103"
"475965","ACTIVE","12","07/01/2009","06/30/2027","AGAVES Y TEQUILAS DON PILAR INC","101 INDUSTRIAL ROAD, # 14,BELMONT, CA  94002-8207Census Tract:  6091.00","AGAVES Y TEQUILAS DON PILAR","4102"
"475965","ACTIVE","18","07/01/2009","06/30/2027","AGAVES Y TEQUILAS DON PILAR INC","101 INDUSTRIAL ROAD, # 14,BELMONT, CA  94002-8207Census Tract:  6091.00","AGAVES Y TEQUILAS DON PILAR","4102"
"507410","ACTIVE","12","06/14/2011","04/30/2027","BERCUT VANDERVOORT & CO","859 N SAN MATEO DR,SAN MATEO, CA  94401-2217Census Tract:  6059.01","BERCUT VANDERVOORT & CO","4113"
"507410","ACTIVE","18","06/14/2011","04/30/2027","BERCUT VANDERVOORT & CO","859 N SAN MATEO DR,SAN MATEO, CA  94401-2217Census Tract:  6059.01","BERCUT VANDERVOORT & CO","4113"
"507410","ACTIVE","09","06/14/2011","10/31/2026","BERCUT VANDERVOORT & CO","859 N SAN MATEO DR,SAN MATEO, CA  94401-2217Census Tract:  6059.01","BERCUT VANDERVOORT & CO","4113"
"507410","ACTIVE","17","06/14/2011","10/31/2026","BERCUT VANDERVOORT & CO","859 N SAN MATEO DR,SAN MATEO, CA  94401-2217Census Tract:  6059.01","BERCUT VANDERVOORT & CO","4113"
"522421","ACTIVE","13","08/16/2012","07/31/2027","CAMPEON SPIRITS COMPANY, INC.","1199 HOWARD AVENUE, SUITE 300,BURLINGAME, CA  94010-4240Census Tract:  6055.00","","4103"
"522905","ACTIVE","17","08/29/2012","07/31/2027","LEGACY THROUGH GIVING FOUNDATION","1321 N CAROLAN AVE,BURLINGAME, CA  94010-2401Census Tract:  6051.00","","4103"
"523401","ACTIVE","13","11/05/2012","01/31/2027","ALLIED LOMAR INC","1594 ROLLINS RD,BURLINGAME, CA  94010-2317Census Tract:  6051.00","INTERNATIONAL BEVERAGE","4103"
"525034","ACTIVE","17","12/12/2012","07/31/2027","DANLIES INC","383 BEACH RD,BURLINGAME, CA  94010-2005Census Tract:  6054.00","DANLIES INC","4103"
"530315","ACTIVE","14","05/23/2013","04/30/2027","HAVENRIDGE LLC","436 N CANAL ST, UNIT 8,SOUTH SAN FRANCISCO, CA  94080-4668Census Tract:  6023.00","HAVENRIDGE","4114"
"532586","ACTIVE","02","07/09/2013","06/30/2027","THIRTY-ONE PRODUCTION LLC","1870 EL CAMINO REAL, STE. 100, ROOM A,BURLINGAME, CA  94010-3128Census Tract:  6050.00","THIRTY- ONE PRODUCTION","4103"
"532586","ACTIVE","17","07/09/2013","06/30/2027","THIRTY-ONE PRODUCTION LLC","1870 EL CAMINO REAL, STE. 100, ROOM A,BURLINGAME, CA  94010-3128Census Tract:  6050.00","THIRTY- ONE PRODUCTION","4103"
"535293","ACTIVE","15","12/09/2013","06/30/2027","HOYT SHEPSTON SCIARONI INC","161 STARLITE ST, # A,SOUTH SAN FRANCISCO, CA  94080-6313Census Tract:  6023.00","HOYT SHEPSTON INC","4114"
"543201","ACTIVE","23","07/09/2014","06/30/2027","ALPHA ACID BREWING CO. LLC","121 INDUSTRIAL RD, STE 12,BELMONT, CA  94002-8208Census Tract:  6091.00","ALPHA ACID BREWING CO LLC","4102"
"547269","ACTIVE","17","09/08/2014","01/31/2027","SCUOLA DI VINO, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SCUOLA DI VINO","4105"
"547269","ACTIVE","09","09/08/2014","01/31/2027","SCUOLA DI VINO, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SCUOLA DI VINO","4105"
"547781","ACTIVE","17","09/16/2014","08/31/2026","JAEDIN MARKUS CELLARS, INC.","168 NYLA AVE,SOUTH SAN FRANCISCO, CA  94080-3041Census Tract:  6018.00","JAEDIN MARKUS CELLARS, INC.","4114"
"560213","ACTIVE","09","10/12/2015","09/30/2026","EURO DRINK IMPORTER, LLC","533 AIRPORT BLVD, #503,BURLINGAME, CA  94010-2015Census Tract:  6054.00","EURO DRINK IMPORTER LLC","4103"
"560213","ACTIVE","17","10/12/2015","09/30/2026","EURO DRINK IMPORTER, LLC","533 AIRPORT BLVD, #503,BURLINGAME, CA  94010-2015Census Tract:  6054.00","EURO DRINK IMPORTER LLC","4103"
"562045","ACTIVE","23","01/12/2016","06/30/2027","ALPHA ACID BREWING CO. LLC","121 INDUSTRIAL RD, STE 11,BELMONT, CA  94002-8208Census Tract:  6091.00","ALPHA ACID BREWING CO LLC","4102"
"564764","ACTIVE","17","03/22/2016","02/28/2027","GLOBAL GROUP INTERNATIONAL LLC","2992 SPRING ST, STE D,REDWOOD CITY, CA  94063-3955Census Tract:  6105.00","THE WINE GROUP INTERNATIONAL","4100"
"564764","ACTIVE","09","03/22/2016","02/28/2027","GLOBAL GROUP INTERNATIONAL LLC","2992 SPRING ST, STE D,REDWOOD CITY, CA  94063-3955Census Tract:  6105.00","THE WINE GROUP INTERNATIONAL","4100"
"565772","ACTIVE","09","04/11/2016","03/31/2027","DJK IMPORTS LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","DJK IMPORTS","4114"
"565772","ACTIVE","12","04/11/2016","03/31/2027","DJK IMPORTS LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","DJK IMPORTS","4114"
"565772","ACTIVE","18","04/11/2016","03/31/2027","DJK IMPORTS LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","DJK IMPORTS","4114"
"565772","ACTIVE","17","04/11/2016","03/31/2027","DJK IMPORTS LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","DJK IMPORTS","4114"
"570942","SUSPEN","23","12/29/2016","11/30/2026","47 HILLS BREWING COMPANY, LLC","137 S LINDEN AVE,SOUTH SAN FRANCISCO, CA  94080-6410Census Tract:  6023.00","47 HILLS BREWING COMPANY","4114"
"572604","ACTIVE","09","11/22/2016","05/31/2027","BMMI, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","BMMI LLC","4105"
"572604","ACTIVE","17","11/22/2016","05/31/2027","BMMI, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","BMMI LLC","4105"
"575235","ACTIVE","12","02/28/2017","01/31/2027","THE COPPER CAN, LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","THE COPPER CAN LLC","4114"
"575235","ACTIVE","18","02/28/2017","01/31/2027","THE COPPER CAN, LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","THE COPPER CAN LLC","4114"
"577492","ACTIVE","23","06/20/2017","12/31/2026","FAR WEST BREWING LLC","3030 S DELAWARE ST,SAN MATEO, CA  94403Census Tract:  6075.00","FIELDWORK BREWING COMPANY","4113"
"577549","ACTIVE","17","03/20/2017","02/28/2027","BAHR WINERY, LLC","4197 GEORGE AVE, #2,SAN MATEO, CA  94403-4755Census Tract:  6086.00","BAHR WINERY","4113"
"577549","ACTIVE","09","03/20/2017","02/28/2027","BAHR WINERY, LLC","4197 GEORGE AVE, #2,SAN MATEO, CA  94403-4755Census Tract:  6086.00","BAHR WINERY","4113"
"578160","ACTIVE","18","03/06/2017","02/28/2027","SPECTER WHISKEY COMPANY LLC","330 PRIMROSE RD, #202,BURLINGAME, CA  94010-4026Census Tract:  6055.00","SPECTER WHISKEY COMPANY","4103"
"580685","ACTIVE","09","06/14/2017","11/30/2026","SOMMPICKS LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SOMMPICKS LLC","4105"
"580685","ACTIVE","17","06/14/2017","11/30/2026","SOMMPICKS LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SOMMPICKS LLC","4105"
"583737","ACTIVE","09","09/01/2017","01/31/2027","CHEHADE, NABIL MOHAMAD","131 W HARRIS AVE,SOUTH SAN FRANCISCO, CA  94080-6010Census Tract:  6023.00","GOOD STUFF DISTRIBUTOR","4114"
"583737","ACTIVE","17","09/01/2017","01/31/2027","CHEHADE, NABIL MOHAMAD","131 W HARRIS AVE,SOUTH SAN FRANCISCO, CA  94080-6010Census Tract:  6023.00","GOOD STUFF DISTRIBUTOR","4114"
"591083","ACTIVE","10","06/25/2018","05/31/2027","CHOYA UMESHU USA INC","533 AIRPORT BLVD, STE 216,BURLINGAME, CA  94010-2027Census Tract:  6054.00","","4103"
"591083","ACTIVE","05","06/25/2018","05/31/2027","CHOYA UMESHU USA INC","533 AIRPORT BLVD, STE 216,BURLINGAME, CA  94010-2027Census Tract:  6054.00","","4103"
"591083","ACTIVE","12","06/25/2018","05/31/2027","CHOYA UMESHU USA INC","533 AIRPORT BLVD, STE 216,BURLINGAME, CA  94010-2027Census Tract:  6054.00","","4103"
"591168","ACTIVE","17","06/14/2018","05/31/2027","CASTLEBERRY CONSULTING, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","COMPTOIR WINE COMPANY","4105"
"591168","ACTIVE","09","06/14/2018","05/31/2027","CASTLEBERRY CONSULTING, LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","COMPTOIR WINE COMPANY","4105"
"592203","REVPEN","23","02/22/2019","05/31/2026","ANVIL BREWING COMPANY","2001 JUNIPERO SERRA BLVD, STE 180,DALY CITY, CA  94014-3885Census Tract:  6006.00","GILMAN BREWING COMPANY","4105"
"592802","ACTIVE","23","08/24/2018","07/31/2026","GHOSTWOOD BEER COMPANY, LLC","1757 E BAYSHORE RD, UNIT A-1, 1 & 3,REDWOOD CITY, CA  94063-4150Census Tract:  6103.02","GHOSTWOOD BEER COMPANY","4110"
"597517","ACTIVE","09","11/16/2018","10/31/2026","SINIORA, ALFRED SIMON","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","PALDISTRIBUTIONS","4114"
"597517","ACTIVE","17","11/16/2018","10/31/2026","SINIORA, ALFRED SIMON","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","PALDISTRIBUTIONS","4114"
"599233","ACTIVE","17","02/21/2019","01/31/2027","LEAVY, AARON  LEWIS","432 N CANAL ST, #14,SOUTH SAN FRANCISCO, CA  94080-4666Census Tract:  6023.00","LEAVY INC.","4114"
"599267","ACTIVE","02","08/22/2019","06/30/2027","AMARI CELLARS LLC","1790 FOREST VIEW AVE,HILLSBOROUGH, CA  94010-6377Census Tract:  6056.00","AMARI CELLARS LLC","4106"
"605681","ACTIVE","09","06/28/2019","05/31/2027","SUZUKI-MARKETING INCORPORATED","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","SUZUKI-MARKETING INCORPORATED","4114"
"605681","ACTIVE","12","06/28/2019","05/31/2027","SUZUKI-MARKETING INCORPORATED","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","SUZUKI-MARKETING INCORPORATED","4114"
"605681","ACTIVE","17","06/28/2019","05/31/2027","SUZUKI-MARKETING INCORPORATED","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","SUZUKI-MARKETING INCORPORATED","4114"
"605681","ACTIVE","18","06/28/2019","05/31/2027","SUZUKI-MARKETING INCORPORATED","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","SUZUKI-MARKETING INCORPORATED","4114"
"606395","ACTIVE","10","01/23/2020","12/31/2026","BACK ALLEY IMPORTS LLC","360 SWIFT AVE, STE 9,SOUTH SAN FRANCISCO, CA  94080-6220Census Tract:  6023.00","","4114"
"606395","ACTIVE","13","01/23/2020","12/31/2026","BACK ALLEY IMPORTS LLC","360 SWIFT AVE, STE 9,SOUTH SAN FRANCISCO, CA  94080-6220Census Tract:  6023.00","","4114"
"606935","ACTIVE","02","08/15/2019","06/30/2026","ELEVATE BEVERAGE INC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","ELEVATE BEVERAGE INC","4105"
"609397","ACTIVE","12","12/09/2019","11/30/2026","HARBOR DISTRIBUTING LLC","245 S SPRUCE AVE, STE 900,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","GOLDEN BRANDS","4114"
"609397","ACTIVE","09","12/09/2019","11/30/2026","HARBOR DISTRIBUTING LLC","245 S SPRUCE AVE, STE 900,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","GOLDEN BRANDS","4114"
"609397","ACTIVE","17","12/09/2019","11/30/2026","HARBOR DISTRIBUTING LLC","245 S SPRUCE AVE, STE 900,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","GOLDEN BRANDS","4114"
"609397","ACTIVE","18","12/09/2019","11/30/2026","HARBOR DISTRIBUTING LLC","245 S SPRUCE AVE, STE 900,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","GOLDEN BRANDS","4114"
"621649","ACTIVE","14","01/07/2021","12/31/2026","MERITAGE CELLARS, LLC","2487 SPRING ST.,REDWOOD CITY, CA  94063Census Tract:  6105.00","MERITAGE CELLARS","4100"
"624709","ACTIVE","09","04/08/2022","11/30/2026","KIYOI INC.","1222 S AMPHLETT BLVD,SAN MATEO, CA  94402-1906Census Tract:  6076.00","KIYOI INC","4113"
"624709","ACTIVE","17","04/08/2022","11/30/2026","KIYOI INC.","1222 S AMPHLETT BLVD,SAN MATEO, CA  94402-1906Census Tract:  6076.00","KIYOI INC","4113"
"626692","ACTIVE","13","09/27/2021","08/31/2026","IMPEX BEVERAGES, INC.","360 SWIFT AVE, SIDE B UNIT 9,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","IMPEX BEVERAGES INC","4114"
"626997","ACTIVE","18","08/26/2021","07/31/2026","SUBTLE SPIRIT COMPANY INC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SUBTLE SPIRITS","4105"
"626997","ACTIVE","12","08/26/2021","07/31/2026","SUBTLE SPIRIT COMPANY INC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","SUBTLE SPIRITS","4105"
"628636","ACTIVE","18","12/13/2021","11/30/2026","MANGUERA IMPORTS","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","HUXAL MEZCAL","4105"
"628636","ACTIVE","12","12/13/2021","11/30/2026","MANGUERA IMPORTS","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","HUXAL MEZCAL","4105"
"630288","ACTIVE","09","01/18/2022","12/31/2026","VINUSCLUB LLC","20 COCCO LANE,REDWOOD CITY, CA  94061Census Tract:  6107.00","LEMONCUBE LLC","4110"
"630288","ACTIVE","17","01/18/2022","12/31/2026","VINUSCLUB LLC","20 COCCO LANE,REDWOOD CITY, CA  94061Census Tract:  6107.00","LEMONCUBE LLC","4110"
"635134","ACTIVE","18","07/22/2022","06/30/2027","FOG CITY SPIRITS LLC","3619 GLENWOOD AVE,REDWOOD CITY, CA  94062Census Tract:  6098.00","FOG CITY SPIRITS","4110"
"637033","ACTIVE","09","06/09/2022","10/31/2026","DON SALVATORE, LLC","325 CORY WAY STE 101,SOUTH SAN FRANCISCO, CA  94080-6717Census Tract:  6023.00","DON SALVATORE","4114"
"637033","ACTIVE","18","06/09/2022","10/31/2026","DON SALVATORE, LLC","325 CORY WAY STE 101,SOUTH SAN FRANCISCO, CA  94080-6717Census Tract:  6023.00","DON SALVATORE","4114"
"637033","ACTIVE","12","06/09/2022","10/31/2026","DON SALVATORE, LLC","325 CORY WAY STE 101,SOUTH SAN FRANCISCO, CA  94080-6717Census Tract:  6023.00","DON SALVATORE","4114"
"637033","ACTIVE","17","06/09/2022","10/31/2026","DON SALVATORE, LLC","325 CORY WAY STE 101,SOUTH SAN FRANCISCO, CA  94080-6717Census Tract:  6023.00","DON SALVATORE","4114"
"640298","ACTIVE","07","11/15/2022","10/31/2026","LUCANIA LIQUORS LLC","233 E HARRIS AVE, UNIT D1,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","LUCANIA LIQUORS LLC","4114"
"645433","ACTIVE","02","06/08/2023","06/30/2026","CHRISTOPHERSON  MEADERY LLC","233 E HARRIS AVE UNIT F1,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","CHRISTOPHERSON MEADERY","4114"
"646088","ACTIVE","13","04/18/2023","03/31/2027","IMPEX BEVERAGES, INC.","110 W HARRIS AVE,SOUTH SAN FRANCISCO, CA  94080Census Tract:  6023.00","IMPEX BEVERAGES INC","4114"
"649260","ACTIVE","12","05/15/2024","04/30/2027","MORE TEQUILA INCORPORATED","1084 MONTGOMERY AVE,SAN BRUNO, CA  94066-1518Census Tract:  6042.00","MORE TEQUILA","4111"
"649260","ACTIVE","18","05/15/2024","04/30/2027","MORE TEQUILA INCORPORATED","1084 MONTGOMERY AVE,SAN BRUNO, CA  94066-1518Census Tract:  6042.00","MORE TEQUILA","4111"
"651202","ACTIVE","23","11/01/2023","10/31/2026","HOPPY HEAVEN INC","3736 FLORENCE ST,REDWOOD CITY, CA  94063-4418Census Tract:  6104.00","FREEWHEEL BREWING","4110"
"653207","ACTIVE","12","03/29/2024","02/28/2027","ONE ORGANIC LLC","1399 LOWRIE AVE, STE 3,SOUTH SAN FRANCISCO, CA  94080-6403Census Tract:  6023.00","ONE ORGANIC LLC","4114"
"653207","ACTIVE","18","03/29/2024","02/28/2027","ONE ORGANIC LLC","1399 LOWRIE AVE, STE 3,SOUTH SAN FRANCISCO, CA  94080-6403Census Tract:  6023.00","ONE ORGANIC LLC","4114"
"654003","ACTIVE","12","03/15/2024","02/28/2027","PALATE TRADING COMPANY LLC","303 TWIN DOLPHIN DR, STE 600, ROOM 43,REDWOOD CITY, CA  94065Census Tract:  6103.04","IMPORTER OF ALCOHOL","4110"
"654003","ACTIVE","18","03/15/2024","02/28/2027","PALATE TRADING COMPANY LLC","303 TWIN DOLPHIN DR, STE 600, ROOM 43,REDWOOD CITY, CA  94065Census Tract:  6103.04","IMPORTER OF ALCOHOL","4110"
"654396","ACTIVE","12","01/19/2024","12/31/2026","CAPI CACHACA LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","CAPI CACHACA","4105"
"654396","ACTIVE","18","01/19/2024","12/31/2026","CAPI CACHACA LLC","440 TALBERT ST,DALY CITY, CA  94014-1623Census Tract:  6002.00","CAPI CACHACA","4105"
"656382","ACTIVE","17","06/18/2024","05/31/2027","MAHRS BRAU OF AMERICA LLC","284 HARBOR WAY, STE B,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"656382","ACTIVE","09","06/18/2024","05/31/2027","MAHRS BRAU OF AMERICA LLC","284 HARBOR WAY, STE B,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"656382","ACTIVE","18","06/18/2024","05/31/2027","MAHRS BRAU OF AMERICA LLC","284 HARBOR WAY, STE B,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"656382","ACTIVE","12","06/18/2024","05/31/2027","MAHRS BRAU OF AMERICA LLC","284 HARBOR WAY, STE B,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"656391","ACTIVE","12","05/31/2024","04/30/2027","ABDUCTION WHISKEY LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","ABDUCTION WHISKEY","4114"
"656391","ACTIVE","18","05/31/2024","04/30/2027","ABDUCTION WHISKEY LLC","551 ECCLES AVE,SOUTH SAN FRANCISCO, CA  94080-1906Census Tract:  6023.00","ABDUCTION WHISKEY","4114"
"661522","ACTIVE","17","10/30/2024","09/30/2026","VINO MINETTA LLC","632 PINRAIL LN,FOSTER CITY, CA  94404-4608Census Tract:  6080.13","","4119"
"662297","ACTIVE","17","12/02/2024","11/30/2026","IMAGINEMJ CO","3111 MENA DR,SAN MATEO, CA  94403-3051Census Tract:  6075.00","IMAGINEMJ","4113"
